name,Total Positive cycles,RACIPE JSD1 from WT,RACIPE JSD2 from WT,Boolean JSD from WT,Plasticity1,Plasticity2
TGFB-SNAIL_1-2,7,0.07617932126639189,0.07617932126639189,0.08304451347417185,0.3343,0.4589
miR200-TGFB_2-0,9,0.02714199464321617,0.02714199464321617,0.0001073691280745765,0.5363,0.6075999999999999
OVOL-TGFB_2-0,9,0.01125356640382139,0.01125356640382139,1.0972008984908672e-05,0.5777,0.648
OVOL-TGFB_2-1,9,0.1594102745375143,0.1594102745375143,0.21095577588425818,0.4705,0.5650999999999999
ZEB1-Ecadherin_2-0,11,0.03412150896304435,0.03412150896304435,6.4923711494216125e-06,0.4631,0.6638
SNAIL-miR34_2-0,10,0.010947877360188867,0.010947877360188867,2.026302412070735e-05,0.5606,0.6215999999999999
ZEB1-miR200_2-0,9,0.014068882137696949,0.014068882137696949,2.5110494188061196e-05,0.4603,0.5199
miR200-ZEB1_2-0,7,0.01386553223258108,0.01386553223258108,0.018241179021834374,0.4539,0.5266
TGFB-SNAIL_1-0,7,0.7091285265992573,0.7091285265992573,0.058491324498207764,0.445,0.5734
miR34-SNAIL_2-0,8,0.01592108835203812,0.01592108835203812,1.8468579536853186e-06,0.4869,0.5670999999999999
SNAIL-SNAIL_2-0,11,0.018567624595067625,0.018567624595067625,0.04365087003269668,0.6742,0.7182999999999999
WT,11,0.0,0.0,1.1541879655641192e-05,0.5997,0.6594
ZEB1-VIMENTIN_1-0,11,0.013272577277765612,0.013272577277765612,4.969422561633494e-05,0.6009,0.6632
ZEB1-OVOL_2-0,6,0.22543813795260714,0.22543813795260714,0.04803822666394904,0.2781,0.36040000000000005
miR200-TGFB_2-1,9,0.22230351765741702,0.22230351765741702,0.2102648501905654,0.455,0.5574
OVOL-VIMENTIN_2-0,11,0.040195853981210394,0.040195853981210394,3.434377942999282e-05,0.6021,0.6674
OVOL-VIMENTIN_2-1,11,0.07169922476473425,0.07169922476473425,2.7728993738781668e-05,0.6018,0.6605
SNAIL-VIMENTIN_1-0,11,0.02327793899872769,0.02327793899872769,5.843299083901909e-07,0.598,0.6577
SNAIL-miR34_2-1,10,0.15668328508112062,0.15668328508112062,0.10748289078598489,0.5414,0.6133
OVOL-SNAIL_2-0,9,0.013782467755394701,0.013782467755394701,0.056649632176347296,0.5284,0.614
ZEB1-VIMENTIN_1-2,11,0.08059154534485517,0.08059154534485517,6.105571788249777e-05,0.6103,0.6688000000000001
ZEB1-OVOL_2-1,6,0.5446613100992357,0.5446613100992357,1.0,0.1633,0.2884
ZEB1-miR34_2-0,9,0.04157414250293489,0.04157414250293489,1.0416564931210173e-05,0.4983,0.5818
OVOL-SNAIL_2-1,9,0.06188935912483979,0.06188935912483979,0.09217502643428954,0.3773,0.5131
OVOL-ZEB1_2-0,10,0.0124739497297276,0.0124739497297276,3.636356530059646e-05,0.5327,0.603
exTGFB-SNAIL_1-2,11,0.00549552860239527,0.00549552860239527,1.2126176945041625e-05,0.6018,0.665
miR200-ZEB1_2-1,7,0.11041594151824012,0.11041594151824012,0.03127430390025656,0.2549,0.3638
SNAIL-miR200_2-0,7,0.01271085148242158,0.01271085148242158,2.8637176377244167e-05,0.5252,0.5924
SNAIL-Ecadherin_2-0,11,0.008825379571315734,0.008825379571315734,4.876514475272509e-06,0.5817,0.6597
SNAIL-SNAIL_2-1,12,0.028827524011329222,0.028827524011329222,0.04334067722694146,0.7538,0.7887
ZEB1-Ecadherin_2-1,11,0.2916177707394366,0.2916177707394366,0.39214079183471845,0.1942,0.6587000000000001
SNAIL-miR200_2-1,7,0.04788506395880779,0.04788506395880779,0.1342982894002066,0.4133,0.5149
ZEB1-miR34_2-1,9,0.29436738996182754,0.29436738996182754,0.20674199743697197,0.4207,0.5368999999999999
OVOL-ZEB1_2-1,10,0.06752776180643494,0.06752776180643494,1.803499179093876e-07,0.3872,0.4867
miR34-SNAIL_2-1,8,0.06485498523399608,0.06485498523399608,1.4607632398582534e-05,0.3693,0.4799
SNAIL-ZEB1_1-2,7,0.10917377732766353,0.10917377732766353,0.028269896451168685,0.2767,0.41359999999999997
SNAIL-Ecadherin_2-1,11,0.20478926829968452,0.20478926829968452,0.23668195070648532,0.181,0.6583
SNAIL-ZEB1_1-0,7,0.01804150967633148,0.01804150967633148,0.017701943086998205,0.4731,0.5556
ZEB1-miR200_2-1,9,0.06820844915922283,0.06820844915922283,0.19048593315038811,0.3502,0.43579999999999997
SNAIL-VIMENTIN_1-2,11,0.05389192264218775,0.05389192264218775,4.3887291367557084e-05,0.6058,0.6651
