64505
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
-0.4715383348709187,0.23882696365796766,0.21051978947625202,-0.556922731519493,-0.4971401189521666,-0.3145555509724939,0.14050078748887748,-0.01725704865963924
-0.24629725320904022,0.5980033227572401,-0.4559720803739416,-0.04024620959925875,0.2101232297128903,0.003552310143163407,-0.5718703558391555,-0.03161169254253162
64382
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
0.3919860999531591,-0.011371614918599638,-0.442798080332953,0.4183229624448658,0.34575408915235484,0.4495272930264662,-0.39174646381061057,0.008208149186143734
0.30430541335484296,-0.8559392506926624,0.1918633664871653,0.22648653722378898,0.058001449177934206,-0.1283530306562322,0.2578466676600007,-0.018301338051195187
64251
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
-0.5379256677385377,0.45819904330870465,0.24846525960484186,-0.06650999826608525,-0.10888604147990578,-0.5174442340185319,-0.3933023851438753,0.015478245738128648
-0.2059432271623914,0.16040683654852697,-0.08465012661359884,-0.6129436524812404,-0.589095549510062,0.22421512045178763,0.38810749990629484,0.03252769199323404
62399
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
0.3903137483731578,-0.34503256455753173,0.386204338345496,-0.40479877835727873,-0.3565313386233632,-0.38309342901617616,0.37642587708999653,0.0045003989165636965
0.015723875654909118,-0.020651351159552394,0.007338558695793408,0.006538424392791493,0.012505072162910795,0.004702664010511205,-0.007151241741391172,-0.9994998968761141
61415
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
-0.39468808012722056,0.33553112381796824,0.3795466990373524,-0.4052953004306939,0.38553171453658885,-0.3733488328449459,0.36782520054850976,0.0008803379049188159
0.003332636662909384,0.028754332041897424,-0.0011122632221294063,0.011393851261066778,-0.00136770700120681,0.022947378114498297,0.013382662302297416,0.9991613866190966
65374
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
-0.4098030167026632,0.3183760046658578,0.3133959969026193,-0.4459378277980323,0.4246879158151054,0.3358048011727504,-0.3748276957340214,0.00034380119610260754
-0.022984186092571832,0.060747545902356294,-0.07967678473942058,-0.00304049961253537,-0.014247284685258724,-0.02563376951706566,-0.02629278616674045,-0.9939177241236972
64983
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
-0.41879465305317554,0.4622033713327638,-0.31365119706229294,-0.49687536734247745,0.38469974626617537,-0.3059956049327007,0.15519941660897685,-0.0016775223424371386
-0.026102964161296337,0.3335050336924032,0.09289393847404724,0.28617921096100607,-0.504366497115975,-0.3171322448341111,0.6652695190014237,0.004821424415033338
61181
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
0.469897069967542,-0.43441176999701325,-0.3309577566528064,0.36477524639876363,-0.4133164653482469,0.3077434967153831,0.2865198282662629,0.016092493956398748
0.3430640351620437,-0.20236227586730393,-0.2628826556644101,-0.4184093915271572,0.41276725242290135,0.4202320988080646,-0.49859575813452683,0.040166104437922664
49021
miR34,SNAIL,ZEB,miR200,Keap1,E-cad,NRF2,I
0.2863420266027348,-0.1626619027463805,-0.46625985197773606,0.48376671181799413,-0.4648138564406074,0.4687344253641833,0.06595036018089355,-0.0027450861189351754
-0.46917413244346146,-0.41205897386604123,0.14225922212316514,0.17453250541830487,-0.25247052236121525,-0.2385814919022684,0.6604291115685796,-0.050543539931333106
32749
